,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
227,Battle Royale, Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Chiaki Kuriyama,Action, Adventure, Drama,Nan,Not Rated ,"188,224"
228,Lethal Weapon, Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan,Action, Crime, Thriller,65.21,R ,"266,147"
229,Die Hard with a Vengeance, Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene,Action, Adventure, Thriller,100.01,R ,"395,746"
230,Only the Brave, Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly,Action, Biography, Drama,18.34,PG-13 ,"73,011"
231,Escape from Alcatraz, Clint Eastwood, Patrick McGoohan, Roberts Blossom, Jack Thibeau,Action, Biography, Crime,43.00,PG ,"141,668"
232,Where Eagles Dare, Richard Burton, Clint Eastwood, Mary Ure, Patrick Wymark,Action, Adventure, War,Nan,M ,"60,427"
233,Hotel Mumbai, Dev Patel, Armie Hammer, Nazanin Boniadi, Anupam Kher,Action, Drama, History,9.65,R ,"66,938"
234,United 93, David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson,Action, Drama, History,31.57,R ,"108,355"
235,The Taking of Pelham One Two Three, Walter Matthau, Robert Shaw, Martin Balsam, Hector Elizondo,Action, Crime, Thriller,2.49,R ,"32,886"
236,Pushpa: The Rise - Part 1, Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Jagadeesh Prathap Bandari,Action, Crime, Drama,Nan,UA ,"80,284"
237,Fearless, Jet Li, Li Sun, Yong Dong, Yun Qu,Action, Biography, Drama,24.63,PG-13 ,"77,380"
238,Ludo, Pankaj Tripathi, Abhishek Bachchan, Rajkummar Rao, Fatima Sana Shaikh,Action, Comedy, Crime,Nan,TV-MA ,"41,172"
239,Vampire Hunter D: Bloodlust, Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee,Animation, Action, Drama,0.15,R ,"33,448"
240,Cell 211, Luis Tosar, Alberto Ammann, Antonio Resines, Manuel Morón,Action, Adventure, Crime,Nan,A ,"69,139"
241,Evangelion: 1, Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuriko Yamaguchi,Animation, Action, Drama,0.11,PG-13 ,"25,695"
242,Lupin III: The Castle of Cagliostro, Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi, Makio Inoue,Animation, Action, Adventure,Nan,U ,"31,766"
243,The Boy and the Beast, Kôji Yakusho, Aoi Miyazaki, Shôta Sometani, Suzu Hirose,Animation, Action, Adventure,0.45,PG-13 ,"25,352"
244,Mortal World, Ahmet Mümtaz Taylan, Alper Kul, Sarp Apak, Irem Sak,Action, Comedy, Crime,Nan,Nan,"28,139"
245,The Hunger Games: Catching Fire, Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman,Action, Adventure, Sci-Fi,424.67,PG-13 ,"683,262"
246,Total Recall, Arnold Schwarzenegger, Sharon Stone, Michael Ironside, Rachel Ticotin,Action, Adventure, Sci-Fi,119.39,R ,"340,516"
247,Indiana Jones and the Temple of Doom, Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri,Action, Adventure,Nan,179.87,PG ,"503,080"
248,Scott Pilgrim vs, Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Anna Kendrick,Action, Comedy, Fantasy,31.49,PG-13 ,"441,312"
249,Fury, Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña,Action, Drama, War,85.82,R ,"511,707"
250,Batman, Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl,Action, Adventure,Nan,251.19,PG-13 ,"386,960"
251,The Crow, Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson,Action, Crime, Drama,50.69,R ,"190,234"
252,Harry Potter and the Order of the Phoenix, Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson,Action, Adventure, Family,292.00,PG-13 ,"600,541"
253,Lone Survivor, Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster,Action, Biography, Drama,125.10,R ,"295,177"
254,Doctor Strange, Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong,Action, Adventure, Fantasy,232.64,PG-13 ,"764,815"
255,Collateral, Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo,Action, Crime, Drama,101.01,R ,"415,702"
256,Master and Commander: The Far Side of the World, Russell Crowe, Paul Bettany, Billy Boyd, James D'Arcy,Action, Adventure, Drama,93.93,PG-13 ,"228,458"
257,It's a Mad Mad Mad Mad World, Spencer Tracy, Milton Berle, Ethel Merman, Mickey Rooney,Action, Adventure, Comedy,46.30,G ,"43,757"
258,Enemy at the Gates, Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz,Action, Drama, War,51.40,R ,"268,808"
259,Upgrade, Logan Marshall-Green, Melanie Vallejo, Steve Danielsen, Abby Craden,Action, Sci-Fi, Thriller,11.98,R ,"192,809"
260,Munich, Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds,Action, Drama, History,47.40,R ,"231,996"
261,Riders of Justice, Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg, Lars Brygmann,Action, Comedy, Drama,Nan,Not Rated ,"54,881"
262,Source Code, Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright,Action, Drama, Mystery,54.71,PG-13 ,"530,670"
263,The Hunt for Red October, Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill,Action, Adventure, Thriller,122.01,PG ,"206,618"
264,Grindhouse, Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell,Action, Horror, Thriller,25.04,R ,"187,432"
265,Midnight Run, Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton,Action, Comedy, Crime,38.41,R ,"89,366"
266,The Guns of Navarone, David Niven, Gregory Peck, Anthony Quinn, Anthony Quayle,Action, Adventure, Drama,28.90,Not Rated ,"53,141"
267,Headhunters, Aksel Hennie, Synnøve Macody Lund, Nikolaj Coster-Waldau, Julie R. Ølgaard,Action, Crime, Thriller,1.20,R ,"104,305"
268,Police Story, Jackie Chan, Maggie Cheung, Brigitte Lin, Yuen Chor,Action, Comedy, Crime,0.11,PG-13 ,"39,018"
269,Tora! Tora! Tora!, Martin Balsam, Sô Yamamura, Jason Robards, Joseph Cotten,Action, Drama, History,29.55,G ,"35,644"
270,Ip Man 2, Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung, Lynn Xiong,Action, Biography, Drama,0.21,R ,"108,024"
271,13 Assassins, Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya, Ikki Sawamura,Action, Adventure, Drama,0.80,R ,"66,910"
272,A Bittersweet Life, Lee Byung-hun, Shin Min-a, Yeong-cheol Kim, Hwang Jung-min,Action, Crime, Drama,Nan,Not Rated ,"41,448"
273,House of Flying Daggers, Ziyi Zhang, Takeshi Kaneshiro, Andy Lau, Dandan Song,Action, Adventure, Drama,11.05,PG-13 ,"114,269"
274,The Legend of Drunken Master, Jackie Chan, Ho-Sung Pak, Lung Ti, Anita Mui,Action, Comedy,Nan,11.55,R ,"47,442"
275,The Blind Swordsman: Zatoichi, Takeshi Kitano, Tadanobu Asano, Yui Natsukawa, Michiyo Yasuda,Action, Comedy, Crime,0.85,R ,"50,506"
276,Tanhaji: The Unsung Warrior, Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol,Action, Biography, Drama,Nan,Not Rated ,"34,121"
277,Delhi Belly, Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury,Action, Comedy, Crime,1.53,Not Rated ,"30,935"
278,Mesrine: Killer Instinct, Vincent Cassel, Cécile de France, Gérard Depardieu, Gilles Lellouche,Action, Biography, Crime,0.55,R ,"34,533"
279,Jodhaa Akbar, Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha,Action, Drama, History,3.44,Not Rated ,"33,597"
280,Mersal, Joseph Vijay, Nithya Menen, S.J. Suryah, Samantha Ruth Prabhu,Action, Thriller,Nan,Nan,Not Rated ,"36,185"
281,To Strike, Shaan Shahid, Hamza Ali Abbasi, Shamoon Abbasi, Ayesha Khan,Action, Crime, Drama,Nan,Nan,"29,926"
282,Dungeons & Dragons: Honor Among Thieves, Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith,Action, Adventure, Comedy,Nan,PG-13 ,"105,290"
283,John Wick, Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe,Action, Crime, Thriller,43.04,R ,"691,995"
284,Spider-Man: Homecoming, Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei,Action, Adventure, Sci-Fi,334.20,PG-13 ,"679,125"
285,Nobody, Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd,Action, Crime, Drama,27.27,R ,"284,798"
286,Spider-Man, Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco,Action, Adventure, Sci-Fi,403.71,PG-13 ,"837,514"
287,John Wick: Chapter 3 - Parabellum, Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne,Action, Crime, Thriller,171.02,R ,"388,542"
288,John Wick: Chapter 2, Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose,Action, Crime, Thriller,92.03,R ,"475,227"
289,Shang-Chi and the Legend of the Ten Rings, Simu Liu, Awkwafina, Tony Leung Chiu-wai, Ben Kingsley,Action, Adventure, Fantasy,224.54,PG-13 ,"401,590"
290,Mission: Impossible - Rogue Nation, Tom Cruise, Rebecca Ferguson, Jeremy Renner, Simon Pegg,Action, Adventure, Thriller,195.04,PG-13 ,"383,588"
291,The Last Duel, Matt Damon, Adam Driver, Jodie Comer, Harriet Walter,Action, Drama, History,10.85,R ,"165,366"
292,Wonder Woman, Gal Gadot, Chris Pine, Robin Wright, Lucy Davis,Action, Adventure, Fantasy,412.56,PG-13 ,"673,878"
293,Ready Player One, Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe,Action, Adventure, Sci-Fi,137.69,PG-13 ,"453,468"
294,The Rock, Sean Connery, Nicolas Cage, Ed Harris, John Spencer,Action, Adventure, Thriller,134.07,R ,"346,725"
295,Mission: Impossible - Ghost Protocol, Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton,Action, Adventure, Thriller,209.40,PG-13 ,"501,118"
296,Spider-Man: Far from Home, Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei,Action, Adventure, Comedy,390.53,PG-13 ,"515,024"
297,Superman, Christopher Reeve, Margot Kidder, Gene Hackman, Marlon Brando,Action, Adventure, Sci-Fi,134.22,PG ,"180,454"
298,A History of Violence, Viggo Mortensen, Maria Bello, Ed Harris, William Hurt,Action, Crime, Drama,31.49,R ,"244,540"
299,Predestination, Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West,Action, Drama, Sci-Fi,0.07,R ,"290,970"
300,Spider-Man 2, Tobey Maguire, Kirsten Dunst, Alfred Molina, James Franco,Action, Adventure, Sci-Fi,373.59,PG-13 ,"671,693"
301,Law Abiding Citizen, Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney,Action, Crime, Drama,73.34,R ,"306,296"
302,X2: X-Men United, Patrick Stewart, Hugh Jackman, Halle Berry, Ian McKellen,Action, Sci-Fi, Thriller,214.95,PG-13 ,"560,593"
303,Looper, Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano,Action, Drama, Sci-Fi,66.49,R ,"586,662"
304,War for the Planet of the Apes, Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval,Action, Adventure, Drama,146.88,PG-13 ,"266,398"
305,How to Train Your Dragon: The Hidden World, Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett,Animation, Action, Adventure,160.80,PG ,"137,915"
306,Sherlock Holmes: A Game of Shadows, Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams,Action, Adventure, Mystery,186.85,PG-13 ,"465,653"
307,Open Range, Kevin Costner, Robert Duvall, Diego Luna, Abraham Benrubi,Action, Drama, Romance,58.33,R ,"75,421"
308,From Russia with Love, Sean Connery, Robert Shaw, Lotte Lenya, Daniela Bianchi,Action, Adventure, Thriller,24.80,PG ,"139,333"
309,Bullitt, Steve McQueen, Jacqueline Bisset, Robert Vaughn, Don Gordon,Action, Crime, Thriller,42.30,M/PG ,"72,107"
310,Thief, James Caan, Tuesday Weld, Willie Nelson, Jim Belushi,Action, Crime, Drama,11.49,R ,"34,857"
311,Black Dynamite, Michael Jai White, Arsenio Hall, Tommy Davidson, Phyllis Applegate,Action, Comedy,Nan,0.23,R ,"50,228"
312,Rurouni Kenshin Part I: Origins, Takeru Satoh, Emi Takei, Yû Aoi, Munetaka Aoki,Action, Adventure, Drama,Nan,TV-MA ,"27,584"
313,Mission Majnu, Sidharth Malhotra, Rashmika Mandanna, Parmeet Sethi, Zakir Hussain,Action, Drama, History,Nan,TV-MA ,"41,504"
314,Drunken Master, Jackie Chan, Siu-Tin Yuen, Jeong-lee Hwang, Dean Shek,Action, Comedy,Nan,Nan,PG-13 ,"41,902"
315,Summer Wars, Ryunosuke Kamiki, Nanami Sakuraba, Mitsuki Tanimura, Takahiro Yokokawa,Animation, Action, Adventure,0.08,PG ,"30,643"
316,Mesrine: Public Enemy No, Vincent Cassel, Ludivine Sagnier, Mathieu Amalric, Samuel Le Bihan,Action, Biography, Crime,0.28,R ,"30,533"
317,Bullet Train, Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry,Action, Comedy, Thriller,103.37,R ,"356,946"
318,Fast Five, Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster,Action, Crime, Thriller,209.84,PG-13 ,"391,283"
319,Dawn of the Dead, Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber,Action, Horror,Nan,59.02,R ,"262,329"
320,Tenet, John David Washington, Robert Pattinson, Elizabeth Debicki, Juhan Ulfsak,Action, Sci-Fi, Thriller,58.46,PG-13 ,"529,747"
321,No Time to Die, Daniel Craig, Ana de Armas, Rami Malek, Léa Seydoux,Action, Adventure, Thriller,160.87,PG-13 ,"418,335"
322,Ant-Man, Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly,Action, Comedy, Sci-Fi,180.20,PG-13 ,"692,184"
323,Starship Troopers, Casper Van Dien, Denise Richards, Dina Meyer, Jake Busey,Action, Adventure, Sci-Fi,54.81,R ,"304,752"
324,True Lies, Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton,Action, Comedy, Thriller,146.28,R ,"268,734"
325,The Accountant, Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal,Action, Thriller,Nan,86.26,R ,"304,883"
326,Beverly Hills Cop, Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher,Action, Comedy, Crime,234.76,R ,"191,608"
327,Speed, Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton,Action, Adventure, Thriller,121.25,R ,"376,147"
328,Black Panther, Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira,Action, Adventure, Sci-Fi,700.06,PG-13 ,"801,243"
329,Men in Black, Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio,Action, Adventure, Comedy,250.69,PG-13 ,"584,007"
330,The Nice Guys, Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer,Action, Comedy, Crime,36.26,R ,"342,071"
331,13 Hours, John Krasinski, Pablo Schreiber, James Badge Dale, David Denman,Action, Drama, History,52.85,R ,"150,204"
332,Alita: Battle Angel, Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali,Action, Adventure, Sci-Fi,85.71,PG-13 ,"278,637"
333,The Karate Kid, Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove,Action, Drama, Family,90.82,PG ,"232,879"
334,X-Men, Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen,Action, Adventure, Sci-Fi,157.30,PG-13 ,"627,076"
335,Avengers: Age of Ultron, Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth,Action, Adventure, Sci-Fi,459.01,PG-13 ,"884,778"
336,Face/Off, John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola,Action, Crime, Sci-Fi,112.23,R ,"387,192"
337,American Sniper, Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis,Action, Biography, Drama,350.13,R ,"502,653"
338,El Camino: A Breaking Bad Movie, Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker,Action, Crime, Drama,Nan,TV-MA ,"266,709"
339,Enemy of the State, Will Smith, Gene Hackman, Jon Voight, Lisa Bonet,Action, Thriller,Nan,111.55,R ,"250,646"
340,Pirates of the Caribbean: Dead Man's Chest, Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport,Action, Adventure, Fantasy,423.32,PG-13 ,"736,136"
341,Patriots Day, Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman,Action, Crime, Drama,31.89,R ,"107,512"
342,Raya and the Last Dragon, Kelly Marie Tran, Awkwafina, Gemma Chan, Izaac Wang,Animation, Action, Adventure,54.72,PG ,"159,326"
343,Equilibrium, Christian Bale, Sean Bean, Emily Watson, Taye Diggs,Action, Drama, Sci-Fi,1.20,R ,"338,193"
344,The Lego Batman Movie, Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes,Animation, Action, Adventure,175.75,PG ,"159,631"
345,Southpaw, Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker,Action, Crime, Drama,52.42,R ,"246,774"
346,Megamind, Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey,Animation, Action, Comedy,148.42,PG ,"275,683"
347,Layer Cake, Daniel Craig, Sienna Miller, Michael Gambon, Tom Hardy,Action, Crime, Drama,2.34,R ,"187,889"
348,Okja, Tilda Swinton, Paul Dano, Seo-hyun Ahn, Jake Gyllenhaal,Action, Adventure, Drama,Nan,TV-MA ,"126,480"
349,The Adventures of Tintin, Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg,Animation, Action, Adventure,77.59,PG ,"236,435"
350,Star Trek IV: The Voyage Home, William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,Action, Adventure, Comedy,109.71,PG ,"88,313"
351,The Negotiator, Samuel L. Jackson, Kevin Spacey, David Morse, Ron Rifkin,Action, Crime, Drama,44.48,R ,"148,129"
352,To Live and Die in L, William Petersen, Willem Dafoe, Jane Leeves, Cherise Bates,Action, Crime, Drama,17.31,R ,"35,660"
353,Invictus, Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng,Action, Adventure, Biography,37.49,PG-13 ,"163,396"
